tax_id,leased,delinquent,acres,error
235300,,,,
7500,,,,
26300,,,,
2900,,,,
483800,,,,
215900,,,,
184400,,,,
167701,,,,
411,,,,
7133,,,,
212300,,,,
540706,,,,
1586,,,,
1284,,,,
1994,,,,
147000,,,,
1256,,,,
593843,,,,
524630,,,,
532,,,,
229808,,,,
192150,,,,
540938,,,,
1776,,,,
816,,,,
226001,,,,
564300,,,,
121450,,,,
4252,,,,
216,,,,
553,,,,
212700,,,,
34700,,,,
172400,,,,
30124,,,,
80700,,,,
227400,,,,
2364,,,,
61600,,,,
1276,,,,
236000,,,,
597803,,,,
3482,,,,
157700,,,,
233400,,,,
100200,,,,
527600,,,,
599752,,,,
81600,,,,
187200,,,,
235700,,,,
59901,,,,
1326,,,,
158550,,,,
1626,,,,
633,,,,
540516,,,,
1881,,,,
539810,,,,
2629,,,,
23800,,,,
521616,,,,
2083,,,,
224912,,,,
12265,,,,
57800,,,,
154200,,,,
195200,,,,
1918,,,,
353700,,,,
217500,,,,
539819,,,,
2428,,,,
175400,,,,
211600,,,,
9550,,,,
282,,,,
1161,,,,
32780,,,,
465700,,,,
121000,,,,
133200,,,,
137100,,,,
25598,,,,
1289,,,,
1110,,,,
901,,,,
89700,,,,
210300,,,,
1433,,,,
3150,,,,
8074,,,,
539000,,,,
83710,,,,
155350,,,,
199700,,,,
932,,,,
39801,,,,
538912,,,,
22773,,,,
977,,,,
26938,,,,
469000,,,,
17500,,,,
489,,,,
8630,,,,
199500,,,,
1836,,,,
27512,,,,
394100,,,,
1242,,,,
211260,,,,
32560,,,,
55200,,,,
391000,,,,
1980,,,,
135600,,,,
55833,,,,
152300,,,,
1221,,,,
892,,,,
155700,,,,
213,,,,
101700,,,,
192200,,,,
2232,,,,
24400,,,,
146500,,,,
1670,,,,
556500,,,,
130700,,,,
2152,,,,
592,,,,
168500,,,,
521510,,,,
1697,,,,
226056,,,,
1070,,,,
226039,,,,
445,,,,
10620,,,,
537631,,,,
537604,,,,
537600,,,,
385,,,,
206300,,,,
13000,,,,
6081,,,,
524457,,,,
224925,,,,
722,,,,
537602,,,,
2027,,,,
894,,,,
406000,,,,
1247,,,,
429000,,,,
538129,,,,
521525,,,,
593812,,,,
229806,,,,
521864,,,,
771,,,,
1157,,,,
540707,,,,
344,,,,
572400,,,,
541000,,,,
521908,,,,
540603,,,,
122610,,,,
527900,,,,
211900,,,,
538700,,,,
1719,,,,
539503,,,,
1997,,,,
663,,,,
7144,,,,
1518,,,,
1705,,,,
1805,,,,
1624,,,,
506200,,,,
602,,,,
540937,,,,
122,,,,
143,,,,
20210,,,,
341,,,,
1389,,,,
167900,,,,
300191,,,,
6645,,,,
539816,,,,
23056,,,,
300162,,,,
63300,,,,
1201,,,,
459200,,,,
156500,,,,
1255,,,,
597361,,,,
521860,,,,
435600,,,,
210,,,,
144800,,,,
27100,,,,
132,,,,
35202,,,,
208750,,,,
270200,,,,
59405,,,,
29700,,,,
597386,,,,
1514,,,,
599861,,,,
583600,,,,
226032,,,,
636,,,,
539405,,,,
668,,,,
20012,,,,
420018,,,,
300135,,,,
2317,,,,
196900,,,,
425,,,,
600221,,,,
1691,,,,
540100,,,,
117700,,,,
85880,,,,
8250,,,,
1793,,,,
151200,,,,
1025,,,,
573200,,,,
420455,,,,
540203,,,,
1116,,,,
229805,,,,
680,,,,
521882,,,,
527800,,,,
151303,,,,
15300,,,,
98700,,,,
18600,,,,
599825,,,,
1683,,,,
353,,,,
598250,,,,
83500,,,,
208752,,,,
39410,,,,
96600,,,,
538401,,,,
217400,,,,
2073,,,,
97400,,,,
521511,,,,
440,,,,
179,,,,
1100,,,,
466500,,,,
225721,,,,
95355,,,,
480,,,,
154900,,,,
1021,,,,
226037,,,,
594600,,,,
1297,,,,
153800,,,,
420,,,,
5270,,,,
1450,,,,
3011,,,,
367,,,,
83200,,,,
24037,,,,
524434,,,,
11656,,,,
151,,,,
539825,,,,
127300,,,,
2227,,,,
187000,,,,
9500,,,,
230100,,,,
34848,,,,
206100,,,,
1947,,,,
300158,,,,
1709,,,,
192900,,,,
141,,,,
951,,,,
2059,,,,
313,,,,
187900,,,,
117500,,,,
122700,,,,
540108,,,,
88800,,,,
21400,,,,
1958,,,,
2952,,,,
298,,,,
225700,,,,
597362,,,,
1420,,,,
173100,,,,
14700,,,,
7496,,,,
125500,,,,
146600,,,,
244500,,,,
9405,,,,
6589,,,,
597742,,,,
598754,,,,
1895,,,,
274000,,,,
561207,,,,
225730,,,,
001,,,,
273,,,,
149300,,,,
213300,,,,
87000,,,,
201500,,,,
537517,,,,
2584,,,,
597171,,,,
167700,,,,
16395,,,,
788,,,,
130800,,,,
4032,,,,
544100,,,,
426100,,,,
2132,,,,
197300,,,,
43400,,,,
225200,,,,
902,,,,
2203,,,,
558000,,,,
537628,,,,
575100,,,,
539504,,,,
120300,,,,
190950,,,,
2970,,,,
97800,,,,
1758,,,,
174800,,,,
145300,,,,
3103,,,,
42900,,,,
537811,,,,
190750,,,,
4835,,,,
28620,,,,
197101,,,,
329,,,,
537504,,,,
540924,,,,
537700,,,,
5454546,,,,
521861,,,,
1238,,,,
70000,,,,
521650,,,,
109200,,,,
225906,,,,
40474,,,,
1371,,,,
599403,,,,
1848,,,,
229600,,,,
1309,,,,
115802,,,,
228900,,,,
228100,,,,
1916,,,,
31000,,,,
84901,0,2018,0,0
4500,,,,
598057,,,,
451700,,,,
4400,,,,
23400,,,,
41800,,,,
28600,,,,
69500,,,,
154000,,,,
97050,,,,
539807,,,,
539826,,,,
585800,,,,
557900,,,,
517,,,,
51200,,,,
180300,,,,
673,,,,
10771,,,,
521707,,,,
55800,,,,
85000,,,,
1166,,,,
521714,,,,
127,,,,
137630,,,,
540558,,,,
14011,,,,
214100,,,,
219900,,,,
757,,,,
678,,,,
3912,,,,
175300,,,,
474,,,,
389800,,,,
521899,,,,
206500,,,,
596,,,,
186600,,,,
154350,,,,
597746,,,,
43700,,,,
168700,,,,
537703,,,,
19537,,,,
1868,,,,
538806,,,,
28203,,,,
19965,,,,
2320,,,,
8189,,,,
27000,,,,
6042,,,,
1906,,,,
521622,,,,
213600,,,,
598473,,,,
9300,,,,
64500,,,,
1815,,,,
541113,,,,
1652,,,,
593600,,,,
109700,,,,
455600,,,,
46710,,,,
216400,,,,
4151,,,,
580900,,,,
2938,,,,
2788,,,,
136200,,,,
104000,,,,
524474,,,,
524456,,,,
458800,,,,
118100,,,,
403400,,,,
786,,,,
16746,,,,
1513,,,,
107000,,,,
155351,,,,
156520,,,,
6840,,,,
185900,,,,
28200,,,,
54100,,,,
114300,,,,
37900,,,,
169300,,,,
498,,,,
226040,,,,
1664,,,,
850,,,,
631,,,,
593829,,,,
511,,,,
152000,,,,
69200,,,,
442000,,,,
41500,,,,
67700,,,,
403,,,,
405700,,,,
162300,,,,
599402,,,,
25200,,,,
220200,,,,
4935,,,,
184500,,,,
221102,,,,
16100,,,,
300156,,,,
537510,,,,
597940,,,,
1967,,,,
521789,,,,
114700,,,,
566400,,,,
212450,,,,
9435,,,,
582600,,,,
540006,,,,
270400,,,,
130400,,,,
300130,,,,
9800,,,,
1391,,,,
153,,,,
142742,,,,
877,,,,
524478,,,,
540419,,,,
98500,,,,
750,,,,
28671,,,,
61900,,,,
524613,,,,
539831,,,,
35284,,,,
3720,,,,
598461,,,,
3675,,,,
116300,,,,
83720,,,,
80000,,,,
236200,,,,
158700,,,,
587501,,,,
924,,,,
4144,,,,
960,,,,
274800,,,,
71600,,,,
2624,,,,
796,,,,
164400,,,,
181750,,,,
538133,,,,
148610,,,,
598685,,,,
200400,,,,
48550,,,,
1497,,,,
314,,,,
40800,,,,
1923,,,,
544,,,,
25459,,,,
1098,,,,
600201,,,,
244400,,,,
177500,,,,
5880,,,,
9761,,,,
2098,,,,
437900,,,,
4125,,,,
136400,,,,
176100,,,,
1212,,,,
1428,,,,
3578,,,,
1095,,,,
541131,,,,
540910,,,,
208100,,,,
593828,,,,
356,,,,
72500,,,,
200120,,,,
224100,,,,
584000,,,,
441,,,,
1693,,,,
59844,,,,
41200,,,,
178000,,,,
401700,,,,
1956,,,,
375,,,,
2160,,,,
2303,,,,
224919,,,,
839,,,,
6970,,,,
109310,,,,
392,,,,
225430,,,,
220210,,,,
179000,,,,
216300,,,,
241800,,,,
521659,,,,
93200,,,,
203300,,,,
43001,,,,
223500,,,,
537621,,,,
447300,,,,
600070,,,,
1426,,,,
1360,,,,
551500,,,,
1034,,,,
1551,,,,
538503,,,,
2955,,,,
215700,,,,
1938,,,,
176,,,,
8507,,,,
4505,,,,
115800,,,,
1761,,,,
548900,,,,
170100,,,,
3300,,,,
111650,,,,
537706,,,,
1535,,,,
16600,,,,
16716,,,,
1461,,,,
823,,,,
227010,,,,
2336,,,,
2282,,,,
7247,,,,
427500,,,,
10388,,,,
593832,,,,
524427,,,,
1408,,,,
11987,,,,
418000,,,,
2920,,,,
273900,,,,
26900,,,,
415,,,,
267900,,,,
300122,,,,
124800,,,,
229810,,,,
300,,,,
546,,,,
540423,,,,
394000,,,,
4798,,,,
9906,,,,
467500,,,,
560800,,,,
535600,,,,
1236,,,,
31886,,,,
37600,,,,
566200,,,,
121600,,,,
599240,,,,
128700,,,,
8120,,,,
22991,,,,
33106,,,,
540562,,,,
137540,,,,
1569,,,,
683,,,,
420433,,,,
3727,,,,
111700,,,,
1779,,,,
16099,,,,
543100,,,,
492400,,,,
5900,,,,
106400,,,,
99600,,,,
462800,,,,
521706,,,,
428,,,,
131,,,,
347,,,,
123500,,,,
3965,,,,
1361,,,,
30021,,,,
193500,,,,
301,,,,
521760,,,,
1672,,,,
1762,,,,
196,,,,
18500,,,,
8541,,,,
186400,,,,
69000,,,,
27927,,,,
521,,,,
58900,,,,
483500,,,,
97500,,,,
404700,,,,
521907,,,,
420050,,,,
53100,,,,
538121,,,,
2326,,,,
2018,,,,
600180,,,,
537632,,,,
24777,,,,
15620,,,,
470,,,,
7008,,,,
16849,,,,
7405,,,,
521682,,,,
593842,,,,
1073,,,,
208600,,,,
51400,,,,
225901,,,,
538128,,,,
300100,,,,
199,,,,
110550,,,,
577603,,,,
184100,,,,
394300,,,,
3615,,,,
25386,,,,
99500,,,,
448200,,,,
83600,,,,
538904,,,,
597383,,,,
10653,,,,
224300,,,,
5793,,,,
524402,,,,
226021,,,,
711,,,,
20650,,,,
139000,,,,
195000,,,,
44900,,,,
109250,,,,
598761,,,,
226113,,,,
188800,,,,
726,,,,
8764,,,,
2013,,,,
42689,,,,
220700,,,,
25500,,,,
130100,,,,
521583,,,,
132100,,,,
4800,,,,
484100,,,,
9625,,,,
539817,,,,
2273,,,,
43000,,,,
524435,,,,
136101,,,,
1726,,,,
124000,,,,
105300,,,,
6547,,,,
13035,,,,
538201,,,,
124400,,,,
1712,,,,
163100,,,,
55490,,,,
528900,,,,
596851,,,,
830,,,,
1561,,,,
539804,,,,
2043,,,,
521688,,,,
203100,,,,
521702,,,,
906,,,,
521506,,,,
539601,,,,
592500,,,,
1981,,,,
600229,,,,
54800,,,,
567600,,,,
2045,,,,
44400,,,,
565300,,,,
108000,,,,
540902,,,,
5535,,,,
110100,,,,
599720,,,,
1595,,,,
96785,,,,
22066,,,,
21225,,,,
116610,,,,
598233,,,,
597730,,,,
226042,,,,
521785,,,,
135201,,,,
527500,,,,
538403,,,,
515500,,,,
218700,,,,
462400,,,,
204600,,,,
586700,,,,
270800,,,,
583400,,,,
492401,,,,
599390,,,,
397000,,,,
521540,,,,
53840,,,,
91600,,,,
460600,,,,
379500,,,,
593835,,,,
210500,,,,
104600,,,,
448800,,,,
438800,,,,
30700,,,,
537544,,,,
95000,,,,
401600,,,,
123300,,,,
521733,,,,
573100,,,,
529700,,,,
59500,,,,
2500,,,,
599702,,,,
593813,,,,
434500,,,,
538911,,,,
14100,,,,
597507,,,,
598010,,,,
585700,,,,
92900,,,,
1501,,,,
118500,,,,
541125,,,,
394001,,,,
169500,,,,
244,,,,
139700,,,,
537506,,,,
156200,,,,
6825,,,,
13292,,,,
463,,,,
48600,,,,
1870,,,,
462700,,,,
458100,,,,
2190,,,,
2238,,,,
34200,,,,
80242,,,,
105600,,,,
7150,,,,
1796,,,,
1401,,,,
521670,,,,
537543,,,,
492300,,,,
597360,,,,
83550,,,,
228500,,,,
93400,,,,
537702,,,,
399700,,,,
598482,,,,
136500,,,,
360,,,,
300197,,,,
540947,,,,
599391,,,,
34910,,,,
17700,,,,
7483,,,,
521530,,,,
454900,,,,
2071,,,,
764,,,,
212600,,,,
54210,,,,
524415,,,,
11666,,,,
597401,,,,
597802,,,,
1875,,,,
543500,,,,
539915,,,,
8769,,,,
1357,,,,
193200,,,,
28631,,,,
206000,,,,
1364,,,,
2058,,,,
593838,,,,
4492,,,,
599091,,,,
269000,,,,
4406,,,,
896,,,,
3035,,,,
893,,,,
3009,,,,
198800,,,,
477,,,,
28676,,,,
320,,,,
11599,,,,
173800,,,,
4640,,,,
133900,,,,
224921,,,,
1122,,,,
1404,,,,
300159,,,,
230900,,,,
242,,,,
5175,,,,
559,,,,
540302,,,,
779,,,,
1132,,,,
34600,,,,
2074,,,,
804,,,,
471700,,,,
540553,,,,
38000,,,,
220800,,,,
598488,,,,
537711,,,,
229800,,,,
55900,,,,
9343,,,,
109800,,,,
734,,,,
1690,,,,
484200,,,,
1570,,,,
2850,,,,
538402,,,,
387400,,,,
161600,,,,
126600,,,,
95530,,,,
215000,,,,
492800,,,,
521727,,,,
7455,,,,
110200,,,,
1244,,,,
130500,,,,
1788,,,,
1331,,,,
57200,,,,
5625,,,,
447,,,,
126410,,,,
30444,,,,
230220,,,,
1014,,,,
537507,,,,
225,,,,
3264,,,,
176101,,,,
540520,,,,
31200,,,,
191300,,,,
46800,,,,
856,,,,
540324,,,,
404300,,,,
67300,,,,
558400,,,,
199750,,,,
1783,,,,
1863,,,,
52300,,,,
39204,,,,
187400,,,,
521630,,,,
194300,,,,
28400,,,,
881,,,,
156050,,,,
41300,,,,
954,,,,
190700,,,,
61800,,,,
205400,,,,
204900,,,,
521595,,,,
273500,,,,
10539,,,,
540400,,,,
266600,,,,
361,,,,
524470,,,,
99200,,,,
125750,,,,
142755,,,,
460200,,,,
7916,,,,
38119,,,,
36600,,,,
524424,,,,
18838,,,,
524616,,,,
586200,,,,
596859,,,,
116400,,,,
119600,,,,
74600,,,,
20726,,,,
78900,,,,
466100,,,,
196300,,,,
21780,,,,
113700,,,,
118,,,,
16986,,,,
521885,,,,
300146,,,,
3879,,,,
201300,,,,
592000,,,,
521725,,,,
2169,,,,
391100,,,,
1142,,,,
6590,,,,
115000,,,,
104700,,,,
196100,,,,
106060,,,,
179250,,,,
139800,,,,
521523,,,,
175500,,,,
140000,,,,
170200,,,,
1568,,,,
540415,,,,
120000,,,,
179500,,,,
464600,,,,
1138,,,,
1358,,,,
1439,,,,
147100,,,,
268400,,,,
227000,,,,
521910,,,,
21100,,,,
215100,,,,
521566,,,,
3906,,,,
539910,,,,
768,,,,
13200,,,,
524502,,,,
1146,,,,
167000,,,,
2042,,,,
537709,,,,
209400,,,,
1479,,,,
1160,,,,
76320,,,,
103000,,,,
539406,,,,
9560,,,,
97402,,,,
1071,,,,
1478,,,,
1678,,,,
1049,,,,
454500,,,,
597719,,,,
180,,,,
521770,,,,
540433,,,,
599716,,,,
1597,,,,
041,,,,
541,,,,
169600,,,,
395,,,,
564800,,,,
540713,,,,
541132,,,,
524433,,,,
102200,,,,
242200,,,,
593821,,,,
401,,,,
87200,,,,
13933,,,,
1410,,,,
77900,,,,
1661,,,,
593700,,,,
127700,,,,
593823,,,,
96000,,,,
416300,,,,
1585,,,,
93316,,,,
74300,,,,
447500,,,,
1943,,,,
401900,,,,
390700,,,,
1937,,,,
538515,,,,
66202,,,,
1205,,,,
1630,,,,
145900,,,,
107050,,,,
596839,,,,
192600,,,,
6138,,,,
1884,,,,
157300,,,,
468800,,,,
3293,,,,
116801,,,,
599901,,,,
539918,,,,
593805,,,,
538109,,,,
169510,,,,
2072,,,,
695,,,,
8341,,,,
75400,,,,
208700,,,,
11617,,,,
564900,,,,
2329,,,,
540936,,,,
125100,,,,
225440,,,,
159200,,,,
2155,,,,
1728,,,,
530800,,,,
4420,,,,
25779,,,,
83300,,,,
540522,,,,
941,,,,
1706,,,,
5540321,,,,
832,,,,
582500,,,,
540439,,,,
207200,,,,
2078,,,,
16300,,,,
598471,,,,
514000,,,,
224917,,,,
32175,,,,
7322,,,,
540450,,,,
5372,,,,
540201,,,,
187600,,,,
540528,,,,
1920,,,,
541120,,,,
593833,,,,
565,,,,
597723,,,,
5454542,,,,
521731,,,,
524507,,,,
228750,,,,
1532,,,,
35941,,,,
3916,,,,
17519,,,,
130101,,,,
1003,,,,
436200,,,,
43100,,,,
115300,,,,
736,,,,
524617,,,,
540725,,,,
12525,,,,
2307,,,,
599900,,,,
1409,,,,
3362,,,,
593806,,,,
2177,,,,
401000,,,,
538303,,,,
164000,,,,
1915,,,,
537822,,,,
540559,,,,
111300,,,,
9393,,,,
593830,,,,
195300,,,,
704,,,,
53800,,,,
540549,,,,
193300,,,,
151301,,,,
162900,,,,
40900,,,,
521803,,,,
12600,,,,
180350,,,,
230700,,,,
538202,,,,
540922,,,,
63000,,,,
94800,,,,
121100,,,,
220620,,,,
180360,,,,
501200,,,,
138600,,,,
539411,,,,
430400,,,,
540722,,,,
226109,,,,
1351,,,,
1170,,,,
540718,,,,
1840,,,,
555800,,,,
10630,,,,
200140,,,,
14560,,,,
14200,,,,
521689,,,,
96860,,,,
189450,,,,
160501,,,,
537701,,,,
85437,,,,
4065,,,,
1702,,,,
124700,,,,
10450,,,,
114650,,,,
540728,,,,
236,,,,
4600,,,,
1825,,,,
597732,,,,
658,,,,
163500,,,,
216000,,,,
540557,,,,
389700,,,,
9552,,,,
107900,,,,
211150,,,,
436400,,,,
538519,,,,
77700,,,,
6932,,,,
8457,,,,
26000,,,,
47800,,,,
181800,,,,
225160,,,,
169450,,,,
103100,,,,
55461,,,,
203400,,,,
2251,,,,
18182,,,,
1315,,,,
401800,,,,
200130,,,,
521745,,,,
597393,,,,
599703,,,,
521678,,,,
1993,,,,
706,,,,
420053,,,,
110701,,,,
2134,,,,
540611,,,,
597743,,,,
11761,,,,
117100,,,,
232200,,,,
435200,,,,
166000,,,,
224500,,,,
9950,,,,
226029,,,,
49300,,,,
502300,,,,
512,,,,
83750,,,,
1659,,,,
193600,,,,
1534,,,,
521915,,,,
521200,,,,
2106,,,,
229950,,,,
5700,,,,
540554,,,,
138000,,,,
521794,,,,
165100,,,,
521676,,,,
193800,,,,
585710,,,,
59900,,,,
13808,,,,
524429,,,,
234900,,,,
599713,,,,
117800,,,,
1889,,,,
192400,,,,
1738,,,,
1941,,,,
415600,,,,
109240,,,,
271,,,,
92600,,,,
181610,,,,
13694,,,,
299,,,,
142,,,,
420017,,,,
541101,,,,
111600,,,,
2286,,,,
551000,,,,
33310,,,,
155320,,,,
1567,,,,
560600,,,,
118700,,,,
8480,,,,
537820,,,,
207000,,,,
8073,,,,
521913,,,,
540414,,,,
117400,,,,
393200,,,,
188900,,,,
537502,,,,
27125,,,,
30543,,,,
9928,,,,
521703,,,,
578,,,,
597580,,,,
515800,,,,
300139,,,,
539204,,,,
3825,,,,
644,,,,
2293,,,,
984,,,,
540315,,,,
312,,,,
226503,,,,
415300,,,,
226047,,,,
157200,,,,
521870,,,,
227900,,,,
195800,,,,
232300,,,,
22383,,,,
93005,,,,
145200,,,,
1167,,,,
540525,,,,
1131,,,,
16098,,,,
29400,,,,
537508,,,,
540303,,,,
596950,,,,
867,,,,
271600,,,,
461410,,,,
307,,,,
229817,,,,
1431,,,,
670026,,,,
383100,,,,
426600,,,,
247600,,,,
598476,,,,
142750,,,,
3060,,,,
4700,,,,
20106,,,,
555500,,,,
28900,,,,
534,,,,
38040,,,,
29200,,,,
220622,,,,
208,,,,
225250,,,,
218400,,,,
181500,,,,
106080,,,,
119100,,,,
598040,,,,
233500,,,,
226048,,,,
192100,,,,
540455,,,,
900,,,,
597373,,,,
219910,,,,
549700,,,,
524425,,,,
566900,,,,
540623,,,,
55100,,,,
418550,,,,
599100,,,,
471400,,,,
539301,,,,
19700,,,,
538002,,,,
524468,,,,
225120,,,,
86500,,,,
521851,,,,
530700,,,,
589802,,,,
521687,,,,
599030,,,,
103300,,,,
203200,,,,
25100,,,,
224915,,,,
146100,,,,
121300,,,,
463600,,,,
537714,,,,
420024,,,,
51112,,,,
420066,,,,
219400,,,,
585200,,,,
600211,,,,
1608,,,,
161300,,,,
1647,,,,
151100,,,,
521796,,,,
4670,,,,
239500,,,,
514300,,,,
6175,,,,
561205,,,,
119500,,,,
82700,,,,
155500,,,,
1768,,,,
2256,,,,
640,,,,
118920,,,,
44800,,,,
105700,,,,
90400,,,,
915,,,,
171100,,,,
226660,,,,
464800,,,,
539908,,,,
12354,,,,
2241,,,,
538516,,,,
14817,,,,
1660,,,,
537540,,,,
65150,,,,
118900,,,,
537627,,,,
298970,,,,
521762,,,,
78000,,,,
204700,,,,
351,,,,
138300,,,,
3748,,,,
20700,,,,
465900,,,,
86300,,,,
99800,,,,
337,,,,
3763,,,,
379000,,,,
524471,,,,
556000,,,,
95400,,,,
417700,,,,
521802,,,,
217,,,,
1883,,,,
20066,,,,
31679,,,,
780,,,,
467600,,,,
529000,,,,
600120,,,,
50200,,,,
537511,,,,
126500,,,,
540002,,,,
467400,,,,
1907,,,,
597070,,,,
195900,,,,
492405,,,,
24668,,,,
449000,,,,
6390,,,,
2637,,,,
9840,,,,
30400,,,,
3205,,,,
224916,,,,
266900,,,,
79800,,,,
580800,,,,
2581,,,,
72189,,,,
203600,,,,
226051,,,,
32846,,,,
14740,,,,
1819,,,,
1137,,,,
524411,,,,
2082,,,,
521811,,,,
598055,,,,
4210,,,,
19831,,,,
521603,,,,
1273,,,,
1140,,,,
492200,,,,
521605,,,,
2166,,,,
6900,,,,
600207,,,,
1766,,,,
300126,,,,
1237,,,,
150510,,,,
914,,,,
199600,,,,
56900,,,,
1908,,,,
84300,,,,
898,,,,
564,,,,
226054,,,,
926,,,,
598056,,,,
209000,,,,
600226,,,,
18550,,,,
521547,,,,
530400,,,,
398,,,,
189700,,,,
2084,,,,
769,,,,
58600,,,,
229811,,,,
2129,,,,
537814,,,,
119200,,,,
136300,,,,
5299,,,,
1395,,,,
540905,,,,
540411,,,,
5221,,,,
102000,,,,
1718,,,,
97450,,,,
437700,,,,
521763,,,,
599840,,,,
540900,,,,
230250,,,,
2053,,,,
524430,,,,
226043,,,,
211300,,,,
81650,,,,
7800,,,,
550600,,,,
524418,,,,
95700,,,,
65400,,,,
73500,,,,
540428,,,,
221103,,,,
226061,,,,
110300,,,,
269700,,,,
36200,,,,
150500,,,,
538127,,,,
150300,,,,
32755,,,,
240300,,,,
521773,,,,
599715,,,,
597504,,,,
524442,,,,
599243,,,,
521505,,,,
64400,,,,
174400,,,,
543200,,,,
226007,,,,
2066,,,,
38668,,,,
577,,,,
487,,,,
200150,,,,
521653,,,,
50276,,,,
180950,,,,
908,,,,
162201,,,,
106900,,,,
1386,,,,
7400,,,,
600051,,,,
537802,,,,
45400,,,,
68300,,,,
155800,,,,
1123,,,,
384,,,,
194,,,,
524632,,,,
145000,,,,
419200,,,,
524475,,,,
15660,,,,
521817,,,,
143250,,,,
142000,,,,
543900,,,,
2929,,,,
598481,,,,
1741,,,,
521704,,,,
583000,,,,
66000,,,,
585100,,,,
524605,,,,
524421,,,,
597805,,,,
245,,,,
8404,,,,
4211,,,,
143737,,,,
90500,,,,
1816,,,,
599230,,,,
540551,,,,
206600,,,,
33100,,,,
213800,,,,
598051,,,,
239,,,,
438300,,,,
450,,,,
61573,,,,
5600,,,,
66800,,,,
1248,,,,
521690,,,,
30419,,,,
597094,,,,
540711,,,,
167100,,,,
784,,,,
521576,,,,
582400,,,,
82100,,,,
327,,,,
124900,,,,
1469,,,,
540111,,,,
39600,,,,
2215,,,,
42685,,,,
521905,,,,
468300,,,,
123600,,,,
475300,,,,
27058,,,,
397800,,,,
76100,,,,
239100,,,,
119700,,,,
878,,,,
3400,,,,
35418,,,,
1536,,,,
397400,,,,
524622,,,,
8102,,,,
575800,,,,
159,,,,
521922,,,,
965,,,,
152200,,,,
3650,,,,
178400,,,,
172600,,,,
119000,,,,
586300,,,,
433,,,,
598752,,,,
433400,,,,
174900,,,,
402300,,,,
1790,,,,
7581,,,,
1969,,,,
521823,,,,
178900,,,,
521694,,,,
565100,,,,
87400,,,,
107950,,,,
540621,,,,
1065,,,,
142400,,,,
3062550,,,,
521801,,,,
29135,,,,
145700,,,,
248200,,,,
98400,,,,
491300,,,,
434700,,,,
1494,,,,
1698,,,,
2092,,,,
223100,,,,
19269,,,,
472000,,,,
524451,,,,
524479,,,,
593831,,,,
163700,,,,
181600,,,,
1774,,,,
543800,,,,
1835,,,,
200301,,,,
146,,,,
1957,,,,
541108,,,,
12038,,,,
223200,,,,
181904,,,,
782,,,,
540109,,,,
535,,,,
148200,,,,
1207,,,,
7806,,,,
25178,,,,
521784,,,,
80300,,,,
214401,,,,
597262,,,,
32747,,,,
59866,,,,
1111,,,,
598820,,,,
2186,,,,
249,,,,
2314,,,,
396600,,,,
413700,,,,
538707,,,,
117000,,,,
540509,,,,
590,,,,
226069,,,,
259,,,,
2097,,,,
20400,,,,
2300,,,,
448100,,,,
83570,,,,
19100,,,,
269300,,,,
80800,,,,
23479,,,,
521819,,,,
1219,,,,
1658,,,,
515000,,,,
539827,,,,
4163,,,,
569900,,,,
122650,,,,
120944,,,,
550,,,,
863,,,,
976,,,,
538013,,,,
600190,,,,
463900,,,,
545900,,,,
29621,,,,
1628,,,,
539833,,,,
599700,,,,
9053,,,,
392900,,,,
599719,,,,
521810,,,,
57700,,,,
1044,,,,
86820,,,,
35201,,,,
1673,,,,
39805,,,,
540449,,,,
471600,,,,
6800,,,,
404900,,,,
57600,,,,
573,,,,
281,,,,
74500,,,,
1043,,,,
245400,,,,
537806,,,,
77300,,,,
1009,,,,
1216,,,,
427800,,,,
521571,,,,
191500,,,,
1369,,,,
1194,,,,
381,,,,
5035,,,,
2060,,,,
122300,,,,
226064,,,,
598900,,,,
264,,,,
113600,,,,
42679,,,,
151306,,,,
26550,,,,
262,,,,
122631,,,,
13700,,,,
540926,,,,
11084,,,,
2115,,,,
190800,,,,
226500,,,,
568,,,,
19074,,,,
1890,,,,
1135,,,,
21800,,,,
7973,,,,
86100,,,,
79300,,,,
107400,,,,
1067,,,,
371,,,,
1979,,,,
118200,,,,
234100,,,,
1592,,,,
16624,,,,
569500,,,,
767,,,,
539909,,,,
540514,,,,
1365,,,,
51500,,,,
10610,,,,
1436,,,,
468600,,,,
274,,,,
224924,,,,
595,,,,
1171,,,,
420069,,,,
1850,,,,
99320,,,,
84700,,,,
597501,,,,
438400,,,,
220610,,,,
180400,,,,
1952,,,,
5810,,,,
9263,,,,
1546,,,,
1084,,,,
207400,,,,
436300,,,,
538502,,,,
521607,,,,
417400,,,,
460050,,,,
83869,,,,
2185,,,,
184600,,,,
43364,,,,
599660,,,,
378200,,,,
521648,,,,
2040,,,,
30056,,,,
31400,,,,
85100,,,,
785,,,,
459800,,,,
1032,,,,
31840,,,,
114800,,,,
206900,,,,
6544,,,,
3740,,,,
599540,,,,
358,,,,
2032,,,,
271200,,,,
2749,,,,
5540305,,,,
3700,,,,
540544,,,,
657,,,,
7669,,,,
42300,,,,
3120,,,,
11214,,,,
2149,,,,
29300,,,,
420046,,,,
115100,,,,
1081,,,,
472300,,,,
1802,,,,
159000,,,,
555900,,,,
21599,,,,
227800,,,,
224902,,,,
134,,,,
4278,,,,
466700,,,,
159400,,,,
2120,,,,
524,,,,
164200,,,,
165,,,,
158605,,,,
